lemma,pos1,anxiety
payback,n,0.1154692105
non-derogation,a,0.1155664625
depot,n,0.1155917663
stymie,v,0.1156531572
democrat,n,0.1156939034
worthiness,n,0.1158330178
coal,n,0.1158881236
registrant,n,0.1160374898
burning,n,0.116081921
doctrine,n,0.1162549832
helm,n,0.1162586215
cooking,n,0.1162883589
root,v,0.1162987996
inward,a,0.1163155084
evolve,v,0.1163442841
contemptuous,a,0.1163718583
lesbian,n,0.1163979115
caution,n,0.1164279406
kick,n,0.1164489156
vertebrate,n,0.1164647787
silently,r,0.1165196184
champagne,n,0.1165231886
positively,r,0.1166341864
disrespect,n,0.1166661201
microbrewery,n,0.1168398635
creature,n,0.116879326
antarctic,a,0.116901796
decree,v,0.1169020776
detector,n,0.1169311656
co-ordinator,n,0.1169882237
cohort,n,0.1170154766
charm,n,0.1170302196
limo,n,0.1170679686
logo,n,0.1170687018
radio-television,n,0.1171200698
gifted,a,0.1171299992
adjunct,n,0.1171851409
imperative,n,0.1172007822
capelin,n,0.1172313874
immeasurably,r,0.1172909455
sanction,v,0.1173006042
biotech,a,0.1173566039
composition,n,0.1173646771
insofar,r,0.1174089141
bogus,a,0.1174089692
try,v,0.1174113356
overseas,a,0.1174211748
countervail,n,0.1174348188
blue,n,0.1174860548
defamation,n,0.1175169706
clinic,n,0.1175550071
equilibrium,n,0.117665093
word,v,0.1177136823
transsexual,n,0.1177641976
sundry,a,0.117764677
navigation,n,0.1178539025
devolve,v,0.1179482838
empathize,v,0.1179528232
many,a,0.1179622377
anti-inflation,a,0.1180092671
tout,v,0.1180125323
remunerate,v,0.1180428893
ass,n,0.118044968
ribbon,n,0.1180756269
conveniently,r,0.1181369601
paycheque,n,0.1181975037
totality,n,0.1183008203
skeleton,n,0.1183284316
wallet,n,0.1183476491
calculate,v,0.1183656733
cast,n,0.1183785086
penalize,v,0.1184104585
circumstance,n,0.1184283916
biodiversity,n,0.1184678556
plural,n,0.1186168558
stub,n,0.1186501109
wife,n,0.1186555268
falsify,v,0.1186592366
brief,v,0.1186955436
trademark,n,0.1186975226
idle,a,0.1187155926
dip,n,0.1187333436
heart,n,0.1188145397
genius,n,0.1188463421
televising,n,0.1188608291
sell,v,0.1189973157
turban,n,0.1191133337
abeyance,n,0.1191237738
curl,v,0.1191397606
slap,n,0.1191796909
sun,n,0.1191847247
dormant,a,0.1191973635
mace,n,0.1192118114
affiliated,a,0.1192176237
one-stop,a,0.1192334985
veto,v,0.1192837527
inescapable,a,0.1193047089
destine,v,0.1193430081
uppermost,n,0.1193803941
antithesis,n,0.1194121148
rack,n,0.1194198032
checking,n,0.1194363635
feather,n,0.1194424496
fall,v,0.1194493371
bunk,n,0.1194688168
infantry,n,0.1194849821
jar,n,0.1195371454
occupied,a,0.1195663628
lieutenant,n,0.1195946608
philosopher,n,0.1196025038
culminate,v,0.1196940395
fish,n,0.1197427204
husband,n,0.119752463
treat,n,0.1197627002
cylinder,n,0.1198534994
redirect,v,0.1199564023
admiral,n,0.1200478927
pun,n,0.1202117955
reformer,n,0.1202265584
petition,v,0.1202278674
pop,n,0.1202343399
slice,n,0.1202418591
violation,n,0.1202557118
roughshod,n,0.1203088053
vitally,r,0.1203155128
refiner,n,0.1203169265
hepatitis,n,0.1203652176
father-in-law,n,0.1203721739
scholar,n,0.120376628
online,n,0.1203787395
briefcase,n,0.120387712
uniformed,a,0.1204116171
instal,v,0.1204349758
verchères,n,0.1204626941
third,r,0.1205230754
overcharge,n,0.1205311669
stateless,a,0.120598544
hey,u,0.1206597107
seed,n,0.1206715763
synergy,n,0.1206879422
couch,n,0.1207264085
precedent,n,0.1207524247
innocence,n,0.1207929036
glue,v,0.1208143463
tiered,a,0.1208222991
businesspeople,n,0.1208395995
periodical,n,0.1208565443
harvest,v,0.120923075
p.m.,r,0.1209337552
fixed-wing,a,0.1209353501
port-st,n,0.1209776343
funnel,v,0.1209805312
slightly,r,0.1210240701
networking,n,0.121112835
patriot,n,0.1211214406
preface,v,0.1211419491
frill,n,0.121145062
bb,n,0.1211680805
czar,n,0.121169768
impose,v,0.1211859288
shades,n,0.1212258657
farce,n,0.1212273659
fundraising,n,0.1212470359
notice,v,0.1212649984
untapped,a,0.1212682731
critique,n,0.1213341793
tack,n,0.1214215632
retraction,n,0.1214250935
reception,n,0.1214510457
salt,n,0.1214512051
organ,n,0.1214763885
tarmac,n,0.1215433677
draw,n,0.1215656005
ring,n,0.1215790444
organizational,a,0.1216610555
summons,n,0.1216633717
telecom,n,0.1216886743
nonsense,n,0.1218913509
practicality,n,0.1219476888
diver,n,0.1219501746
rebirth,n,0.1219616208
fairy,n,0.1220379094
jihadus,n,0.1221570001
fiasco,n,0.1222599776
plum,n,0.1222656004
outlay,n,0.1223518827
next,r,0.1223566322
lightning,n,0.1223615646
boater,n,0.1223812365
screen,n,0.1225272745
iron,n,0.1225491233
forego,v,0.1226006356
political,a,0.1226611177
bacon,n,0.1226626672
pre-election,a,0.1227421208
hypothesis,n,0.1227857092
overflow,v,0.1227882192
favourite,a,0.1228001737
eleven,n,0.1228227182
concentrate,v,0.1228272101
zoning,n,0.1228283866
briefly,n,0.1228355811
two-track,a,0.1228439673
public-private,a,0.1228539706
grade,v,0.1228775525
quantity,n,0.1228907521
justified,a,0.1229644416
darkness,n,0.123006785
nwt,n,0.1230777976
detective,n,0.1231877357
refute,v,0.1232001691
puppet,n,0.1232199146
record,a,0.1233408141
vis-a-vis,a,0.1233555825
investor-state,a,0.1234672044
largely,r,0.1234973236
undocumented,a,0.1235464816
knight,n,0.1235485791
modesty,n,0.1236131239
liable,a,0.1236265399
patrol,n,0.1236374644
grower,n,0.123657242
guy,n,0.1237098325
fugitive,a,0.1237674619
subsidiary,n,0.1238123349
urge,n,0.1238400084
non-custodial,a,0.1238644402
fading,a,0.1238785224
detract,v,0.1238965577
adjacent,a,0.1239518127
handgun,n,0.1240038013
air-launched,a,0.124006886
external,a,0.1240558301
amortize,v,0.1241127587
hiding,n,0.1241402477
nationwide,a,0.1241744002
vis-à-vi,n,0.1241833458
reprint,v,0.1242263085
saga,n,0.1242345553
septic,a,0.1242649973
impossible,a,0.1243136925
counsel,v,0.1243822079
turbot,n,0.1243911871
disgrace,n,0.1244388668
unwritten,a,0.1245311883
monopoly,n,0.1245328077
re-elected,a,0.1246098813
elsewhere,r,0.1246109708
c.,n,0.1246554001
vessel,n,0.1246612322
shark,n,0.124686253
bottle,n,0.1246974818
apartment,n,0.1247062252
shortcoming,n,0.1247206918
turn,n,0.124749794
thief,n,0.1247796575
calorie,n,0.1247832262
failed,a,0.1247931697
conditioning,n,0.1248380999
prop,v,0.1249338415
mid,a,0.1249792228
redevelopment,n,0.1250665214
particulars,n,0.1251095811
trumpet,v,0.1252769421
self-explanatory,a,0.1253245677
weekly,n,0.1253474287
highly,r,0.1253977333
vacancy,n,0.1254156747
saint-constant,a,0.1254239088
malt,n,0.1256052924
herald,v,0.125678446
breast,n,0.1257791878
resort,n,0.1257913247
frame,v,0.1258637691
grazing,n,0.125895557
nutrient,n,0.1259399903
imperfection,n,0.1260377359
self-esteem,n,0.1260421033
naval,a,0.1260800842
breadth,n,0.1261194261
straddle,v,0.126227557
weigh,v,0.1262833255
alter,v,0.1262971082
sequence,n,0.1262980518
lapse,v,0.1263748904
creek,n,0.1263897734
unto,a,0.1263939321
archaic,a,0.1263940331
drugstore,n,0.1263983782
divisor,n,0.1264103081
taiwanese,a,0.1264195605
scandal,n,0.1265727863
headway,n,0.1265889536
row,n,0.1266614568
periodic,a,0.1266717496
longevity,n,0.1267123373
finalist,n,0.1267139563
might,m,0.1267207691
weekend,n,0.1267879981
youth,n,0.1268406227
condolence,n,0.1269082746
surface,n,0.1269577628
error,n,0.1269998894
underlie,v,0.1270597486
hive,v,0.127081365
tandem,a,0.1270981646
morning,n,0.1271190101
latin,a,0.1271635928
protectee,n,0.1271706079
franchise,n,0.1272180553
graduate,n,0.1272509619
cassette,n,0.1272570327
bail-out,n,0.1272641843
liquid,n,0.1273940826
rise,v,0.1274522324
bookkeeping,n,0.1274577121
plumber,n,0.1274892366
prisoner,n,0.1274977547
generator,n,0.127505121
concurrently,r,0.1275323312
vaguely,r,0.1275534753
profit,v,0.127571188
tactical,a,0.1276777571
pause,n,0.1276995841
humanities,n,0.1277059706
sufferer,n,0.1277200469
common,n,0.1277611494
passionate,a,0.1277704788
downstream,r,0.1278227374
long-form,a,0.1278265743
ventilation,n,0.1278503611
envisage,v,0.1278676788
accumulate,v,0.1279877958
foolishly,r,0.1279983755
prod,v,0.1280064583
moral,n,0.1281118227
goose,n,0.1281897604
max,v,0.1282296973
happen,v,0.1282724761
pssa,n,0.1282754422
hatchery,n,0.1282985824
venture,v,0.1283076504
survey,n,0.1283617736
guilty,a,0.1283830245
populate,v,0.1284616476
affordability,n,0.1284628896
biology,n,0.1286523732
cave,v,0.1287812979
adult,n,0.1287972093
everywhere,r,0.1287986485
transparently,r,0.1288566602
mesh,n,0.1290004112
immensely,r,0.1290297939
attentively,r,0.1290578373
orphanage,n,0.1290690164
reversal,n,0.1291334446
jungle,n,0.1292940239
university,n,0.129354435
seconds,n,0.1293690372
moving,n,0.1293964708
au,n,0.1294095461
itemize,v,0.1294315186
profitably,r,0.129484376
jewish,a,0.1295079977
literature,n,0.1295227737
veil,n,0.1295681323
mouth,n,0.1295801112
demilitarization,n,0.1296188875
hone,v,0.1296306259
humankind,n,0.1297973764
statistics,n,0.1298301014
tablet,n,0.1298458707
vertical,a,0.130017939
headstart,n,0.1300183308
imply,v,0.1301693198
chinook,n,0.130349985
sculpture,n,0.130504724
unincorporated,a,0.1305368421
guard,n,0.1306138162
differently,r,0.1306178302
tatters,n,0.1306308684
have-not,a,0.1306738662
taxing,n,0.1307327558
delaying,n,0.1307564074
flip-flopping,n,0.1307701211
brother,n,0.1307983934
selectively,r,0.1308006787
finite,a,0.130831651
fist,n,0.1308469771
ending,n,0.130929285
sauce,n,0.1309331429
square,v,0.1309447461
inadmissibility,n,0.1309725321
boat,n,0.1310319546
omnibus,n,0.1310597709
bribery,n,0.1311763147
marble,n,0.1312874861
vacation,n,0.1312954403
prelude,n,0.1313808297
sizeable,a,0.1313978029
ax,v,0.1314540964
factored,a,0.131486288
renown,v,0.1315167569
protestor,n,0.1315202918
abuser,n,0.131566838
martial,n,0.1315761717
forest,n,0.1316150499
forage,n,0.1317141809
significantly,r,0.131743837
eagerness,n,0.1317805387
hind,a,0.1318909592
windmill,n,0.131932615
obsolete,a,0.1319717459
ordeal,n,0.1319769956
développement,n,0.1319805832
legion,n,0.1320362894
recent,a,0.1321951237
town,n,0.1322713503
feel,n,0.1323896999
gallon,n,0.1324379761
cautious,a,0.1325101315
construe,v,0.1325474006
tackle,v,0.1325796919
float,v,0.1327023106
admonish,v,0.1327200777
installation,n,0.1328213151
boat,v,0.1328280102
imbalance,n,0.1328386494
fun,n,0.132945525
shall,n,0.1330427813
mandarin,n,0.1330773381
doctoral,a,0.1330924084
cut-off,a,0.1331004839
black,a,0.1331093258
dogma,n,0.1332360348
middle-income,a,0.1332451372
mend,v,0.1332532181
ream,n,0.1332702115
dog,n,0.1332817511
visibility,n,0.1332937377
homeless,n,0.133336184
retired,a,0.1333414172
gobble,v,0.1333418293
diving,n,0.1333527022
capricious,a,0.1333775376
wed,v,0.1333837539
absentee,n,0.133393916
dissociate,v,0.133402298
terminate,v,0.1334195189
large,a,0.1335113563
chord,n,0.1335456408
piano,n,0.1335593304
proxy,n,0.1336498282
kid,v,0.1336821525
wit,n,0.1337902189
remiss,v,0.133803563
anti-smoking,a,0.1338170116
openly,r,0.13390856
inadequate,a,0.133909386
instantaneous,a,0.1339138701
remediation,n,0.1339228528
mirror,v,0.1339385978
top,v,0.1339614644
bowl,n,0.1342024217
choosing,n,0.1342147831
equivalency,n,0.1342390706
impugn,v,0.1342642849
avowed,a,0.1342743209
video,n,0.1343284633
divest,v,0.1343306106
shoulder,n,0.1344022133
steep,v,0.1344749845
dismissive,a,0.134519146
fish,r,0.1345517297
lac,n,0.1346102619
depoliticize,v,0.1346158582
feigned,a,0.1346544768
hectolitre,n,0.1347164617
cruise,n,0.1347592524
slower,a,0.1347634554
breathtaking,a,0.1347769629
song,n,0.1347944651
attempt,v,0.1348063527
cool,a,0.1348601629
parent,n,0.1349375457
loose,a,0.1349651864
contract,v,0.1349701365
jeans,n,0.1350253815
revisionist,a,0.1350425542
subsidize,v,0.1350444165
ranking,n,0.1350561217
solidarité,n,0.1350904909
denunciation,n,0.1351239004
cohesion,n,0.1351274524
interactive,a,0.1352400222
evader,n,0.1352513586
beautifully,r,0.1352602542
bounce,v,0.1354996914
conception,n,0.1355085777
perpetuation,n,0.1355636102
number,v,0.1356056021
cleanse,v,0.1356236252
shun,v,0.1356302178
electronics,n,0.135675241
interdepartmental,a,0.1357615868
familiar,a,0.1357908744
mourn,v,0.1359436768
racket,n,0.1359518683
parish,n,0.1359923863
fatally,r,0.1360354821
track,v,0.1360541876
commission,v,0.1360717275
undergraduate,a,0.1360857574
landowner,n,0.1361053845
thinker,n,0.1361151986
martial,a,0.1361188351
liquidate,v,0.1361920642
lie,n,0.1362347749
rarely,r,0.1362495359
pendulum,n,0.136254835
cp,n,0.1362707355
notification,n,0.1362821477
constitutionalize,v,0.1363152019
smash,v,0.1363493423
watershed,n,0.1364552804
criticize,v,0.136484196
wayside,n,0.1365151661
located,a,0.1365411449
filter,n,0.1365513261
picture,v,0.1365915798
standstill,n,0.1366534308
shoot,n,0.1366799614
utterly,r,0.1366822358
intercept,v,0.136755592
sergeant,n,0.1369403959
wreck,v,0.1369434215
poet,n,0.1369773548
accuse,v,0.1369787004
catch-up,n,0.1369861801
boast,n,0.1370196275
unwillingness,n,0.1370734513
politician,n,0.1371471111
shuttle,n,0.1371851069
hitherto,r,0.1372589004
interlock,n,0.1372955484
dismissal,n,0.1373227255
category,n,0.1374093387
null,a,0.1375787064
sensor,n,0.1376472424
ladder,n,0.1377174041
insistence,n,0.1377597537
press,n,0.1377898908
raid,v,0.1378167192
embassy,n,0.1379925585
corn,n,0.1380292405
invent,v,0.1380462507
warehousing,n,0.1380573335
tenant,n,0.1380708673
inhabit,v,0.1380978409
seem,v,0.1381798461
whites,n,0.1382706525
group,n,0.1382946087
pedophile,n,0.1383426443
biomedical,a,0.1383848952
visitation,n,0.1384688575
narrow,a,0.1384842299
liberal-conservative,a,0.1385256218
serviceman,n,0.1385328913
enterprising,a,0.1385851288
free-trade,a,0.1385941745
potato,n,0.1385947067
rob,v,0.1386252747
profession,n,0.1386307341
runway,n,0.1386911865
rotary,a,0.1387425827
staple,n,0.1387517905
populous,a,0.138757211
heck,n,0.1387873293
hero,n,0.138940377
mystery,n,0.1389449842
inadmissible,a,0.1389703546
miraculously,r,0.1389733689
bypass,v,0.1390328764
remote,a,0.1390627618
grit,n,0.139111044
smuggler,n,0.1391892643
splitting,a,0.1392697774
brag,v,0.1392915228
hydroelectric,a,0.1393453986
jewel,n,0.1393560083
limitation,n,0.1393658794
migratory,a,0.1393808572
faulty,a,0.1395269389
crane,n,0.1395499146
intercede,v,0.1396445229
star,n,0.1396701208
ante,n,0.1396858018
homebuyer,n,0.1396995093
pretext,n,0.1397572679
blah,v,0.1397801789
electorate,n,0.1397919805
trace,n,0.1398028652
yank,v,0.1398227854
white,a,0.1398327267
desist,v,0.1398897588
desjardin,n,0.1399124733
glaring,a,0.1399872555
dock,n,0.1400167717
engine,n,0.1401096702
blast,n,0.1401322569
harvest,n,0.1401544244
bode,v,0.1401728074
frcc,n,0.1402074924
trait,n,0.1402250155
cc,n,0.1402382957
wendy,n,0.1403390757
transmitter,n,0.1403394938
grab,v,0.1403547965
inhumanity,n,0.1403995388
widening,n,0.1404250001
shuffle,n,0.1405511458
ineligible,a,0.1405709784
animal,n,0.1406767454
emergency,n,0.1407099769
labour-sponsored,a,0.1408043805
mature,v,0.1408085737
digest,v,0.1408576334
settler,n,0.140875078
taser,n,0.140970986
reproductive,a,0.1411461311
weasel,n,0.1411882927
illustrious,a,0.1412002498
packing,n,0.1412875599
drug,n,0.1412920218
jeopardize,v,0.141339023
standby,n,0.1413859745
tune,v,0.1413978583
physics,n,0.1414012994
palm,n,0.1414023445
cling,v,0.1414219223
crude,a,0.141492762
privilege-mr,n,0.1415945822
awareness,n,0.1416942673
restart,v,0.141812256
defray,v,0.1418758912
re-emphasize,v,0.1419075547
divestiture,n,0.1419285423
evidence,v,0.1419305347
deepest,a,0.1419494353
flock,n,0.1420367765
farmland,n,0.1420497902
seab,v,0.1421350813
occupation,n,0.1424011452
squarely,r,0.1424365839
grassroot,n,0.1424710572
island,n,0.1424814231
bear,n,0.142523905
cram,v,0.14254242
non-residential,a,0.1426122278
joking,a,0.1426208964
milk,n,0.1426424313
story,n,0.1426577843
skilful,a,0.1426865686
thirdly,r,0.1427182099
elite,n,0.1427277408
allay,v,0.1427481494
closet,n,0.1428099746
rally,v,0.142876678
salvage,v,0.1429063123
man-year,n,0.1431661121
nature,n,0.1432015527
neighbourhood,n,0.1432077528
hallway,n,0.1432446941
readjustment,n,0.1432553413
ship,v,0.1432572542
terrific,a,0.1432599813
pertain,n,0.1432631851
poultry,n,0.143286908
horticultural,a,0.1433409508
feasibility,n,0.143397986
mankind,n,0.1434389335
resurface,v,0.1434396129
attitude,n,0.143463473
pluralism,n,0.1434931291
diminish,v,0.1434950586
decorate,v,0.1435000474
gumption,n,0.1435008577
government-sponsored,a,0.1435080057
size,n,0.1436693518
flip,v,0.1436893025
educate,v,0.1437193071
brand,v,0.1437390858
mid-term,a,0.1437575719
nominal,a,0.1438098641
limitless,a,0.143837753
offence,n,0.1438387142
duplicated,a,0.1438678627
perfect,v,0.1438681913
hemispheric,a,0.1439334796
leniency,n,0.14398457
nicety,n,0.1441355607
decriminalize,v,0.1441423833
admirer,n,0.1442183211
ransom,n,0.1442943519
clientele,n,0.1443235141
hatch,v,0.1444665681
intelligently,r,0.144545199
deregulate,v,0.1446256879
transport,v,0.1446354649
parole,v,0.144660315
trailer,n,0.1446826254
inhabitant,n,0.1446828994
sunlight,n,0.1446855725
utter,a,0.1447008433
slander,v,0.1447378751
musician,n,0.1447785131
situate,v,0.144783299
tpp,n,0.1449245017
noose,n,0.1449385093
ethnocultural,n,0.1449569889
dish,n,0.1449765865
theoretical,a,0.1449805289
thwart,v,0.1450182644
reclassification,n,0.1450264111
irrefutable,a,0.145061718
seasonal,a,0.1450730498
litter,v,0.1450786212
cage,n,0.1453117955
game,n,0.1453785986
plus,n,0.1454364902
inquest,n,0.1454373392
sub,n,0.1455235713
sheep,n,0.1455855984
default,n,0.1456831043
sap,v,0.1456978465
fatca,n,0.1457429301
turnaround,n,0.1457491094
criminologist,n,0.145770971
registrar,n,0.1458122264
devalue,v,0.1458314422
shroud,v,0.1459113721
struggle,n,0.1459861256
obvious,a,0.1459961402
sobering,a,0.1460084675
competently,r,0.1460747797
dancer,n,0.1460830933
hedge,n,0.1461632832
construct,n,0.1461933591
bike,n,0.1462707036
clearing,n,0.1462814619
plane,n,0.1463443936
dominate,v,0.1463904083
inextricably,r,0.1464237265
cartel,n,0.146443053
peer,v,0.1464624025
grasp,n,0.1465363161
indictment,n,0.1465649693
split-run,a,0.146674455
mir,n,0.1467327774
attempt,n,0.1467454451
standardize,v,0.1467569589
disseminate,v,0.1468001669
rip,v,0.1468756747
winery,n,0.1469094001
aggressiveness,n,0.1469289371
louder,r,0.1470616685
bay,n,0.147126152
forthwith,r,0.1471545985
program,v,0.1471706211
cleaning,n,0.1472950853
reorganization,n,0.1473365376
grease,n,0.1474486793
elum,n,0.147520122
ethnocultural,a,0.1475415486
cast,v,0.1475454271
lake,n,0.1475584975
freshwater,a,0.1476489773
mouthpiece,n,0.1477160933
pile,v,0.1477242381
resurrect,v,0.1478220798
expound,v,0.1478420736
billing,n,0.1478674495
forcible,a,0.1478728817
roadway,n,0.1479222055
solicit,v,0.1479507153
rifle,n,0.1479686665
tracking,n,0.1480029696
realm,n,0.14803107
sideline,n,0.1481786155
leaf,n,0.1481786434
sewage,n,0.1482260183
judice,n,0.1483111445
industrious,a,0.1484333184
facet,n,0.1484409976
foot,n,0.1484969404
versa,r,0.1485681407
groundfish,n,0.1486041394
produce,n,0.1486165146
lead,n,0.1486782363
prospector,n,0.1487312384
amaze,v,0.1487646585
surprise,v,0.1487761782
drink,v,0.1488000982
stray,v,0.1488229869
fabricate,v,0.1488489798
nest,n,0.1490688389
caveat,n,0.1491639331
emasculate,v,0.1492536789
mercy,n,0.1493018887
pierrefond,n,0.1493192901
print,n,0.1494176377
architectural,a,0.1494899632
allegation,n,0.1495474742
grocery,n,0.1496438457
weighty,a,0.1496523365
fraudster,n,0.1496578291
commentary,n,0.1496765013
pill,n,0.1496851931
assignment,n,0.1496870932
launching,n,0.1498549974
trail,v,0.1500897426
wart,n,0.1500902044
socialization,n,0.1502045129
merger,n,0.1502148346
miscellaneous,a,0.1504078211
prophetic,a,0.1504105114
material,a,0.1504193547
fasd,n,0.1504307436
ingenious,a,0.1505501981
genetics,n,0.150584869
beverage,n,0.1506253362
spot,n,0.1506312862
outfitter,n,0.1506979424
benefactor,n,0.1507228783
millionaire,n,0.1507347689
single-minded,a,0.1508599499
hold,n,0.1508934898
omnibus,a,0.1509103653
contradictory,a,0.1510173781
pupil,n,0.1510308599
embark,v,0.1510593526
contributor,n,0.1510666181
humber-st,n,0.1511370482
cease,v,0.1512151524
preach,v,0.1512851998
cdic,n,0.1513238905
snatch,v,0.1513369706
beat,n,0.1513374734
bailout,n,0.1514339867
drug-free,a,0.1514564208
devine,a,0.151591824
make,n,0.1516746544
patronage,n,0.1517147617
multiple,a,0.1517187324
uncommon,a,0.1517222902
motivation,n,0.1517928814
peacekeeper,n,0.1518002512
personalize,v,0.151859114
omission,n,0.1518714944
pick,v,0.1518817623
parade,v,0.1519276804
mine,v,0.1519835411
event,n,0.1519999612
endlessly,r,0.152025433
dictatorial,a,0.1520653936
recognizable,a,0.1521689156
overshadow,v,0.1521815112
market-place,n,0.1522614676
acquaint,v,0.1523221852
u,n,0.1523449058
liquefy,v,0.1523739641
because,r,0.1523866647
township,n,0.1524706534
hobby,n,0.1525141692
foreclose,v,0.1525592096
carton,n,0.1526115332
forgery,n,0.1527084998
timid,a,0.1527272845
subterfuge,n,0.1528489456
sado-masochistic,a,0.1529119978
magistrate,n,0.1529213981
austerity,n,0.1529398623
thoughtfully,r,0.1530220693
ancestor,n,0.1530636632
acreage,n,0.1530760063
onside,r,0.1531320665
moral,a,0.1531390846
roundabout,a,0.153145212
chip,v,0.15317234
enhancing,n,0.1532266779
calling,n,0.1532460437
matter,v,0.1534297363
mark-up,n,0.153470929
circulation,n,0.1535149014
forbid,n,0.1535322114
regret,v,0.1535523357
illegitimate,a,0.1535995019
cop,n,0.1537701701
rename,v,0.1538756786
pause,v,0.1539002363
facade,n,0.1539439825
seasoned,a,0.1539618179
being,n,0.1540478966
presidency,n,0.1540586892
revenge,n,0.1541173641
vis-à-vis,a,0.1541310765
need,m,0.154133624
prophet,n,0.1541344968
undeniably,r,0.154168731
discriminatory,a,0.1541806939
camel,n,0.1542031496
duck,v,0.1542172316
coop,n,0.1542493477
inclined,a,0.1542738813
raise,n,0.15428446
clean-up,a,0.1542886789
widower,n,0.15433683
demolish,v,0.1543911937
waiter,n,0.1544621459
edict,n,0.1544802941
ecosystem,n,0.1544836616
inherit,v,0.1544875321
rye,n,0.1546027875
productively,r,0.1546916535
notify,v,0.1547945687
psac,n,0.1548042074
filter,v,0.1548252814
logistic,a,0.1548416504
head,n,0.1548503589
associate,a,0.1548625498
partisan,n,0.1548773638
stimulation,n,0.1549427568
waste,n,0.1550142895
dictatorship,n,0.1550764513
anti-quebec,a,0.1550806002
redesign,n,0.1551013235
pound,v,0.1551152568
bushel,n,0.1551305444
scholarly,a,0.1551570864
interprovincial,a,0.1551833573
adulthood,n,0.1552171595
palace,n,0.1552675258
apprehend,v,0.1552867891
coalition,n,0.1553027618
ring,v,0.1553279968
deploy,v,0.155434589
pomp,n,0.1554699471
terrorism,n,0.1554851381
abatement,n,0.1555168354
honey,n,0.155587946
humanize,v,0.1556394382
utterance,n,0.1557002398
staunch,a,0.1557076581
scoop,v,0.1557183925
affront,n,0.1558002899
malaria,n,0.1558503904
river,n,0.1558572344
carpenter,n,0.1558660446
abdication,n,0.1559767305
finger,n,0.1560091203
log,n,0.1560112251
unpunished,a,0.1560468913
plasma,n,0.1560487128
insulate,v,0.1560845083
paternalistic,a,0.1560902282
attraction,n,0.1562620845
proximity,n,0.1562839757
hearten,v,0.1562874363
illegally,r,0.1563040346
standpoint,n,0.1563951533
writing,n,0.1564413936
dark,a,0.1564591355
street,n,0.156468259
estimation,n,0.1564963799
residual,a,0.1565076821
belly,n,0.1565698939
contact,v,0.1566156991
multitude,n,0.1566157743
makeup,n,0.15672259
sockeye,a,0.156735173
stunning,a,0.1567410116
dental,a,0.1567602222
cloth,n,0.1568836752
well-intentioned,a,0.1569125551
voyage,n,0.1569194501
revolving,a,0.1569374863
seaway,n,0.1569471875
outpouring,n,0.156981878
fossil,n,0.156982925
specialty,n,0.1570077409
technologically,r,0.1570373722
aboriginal,n,0.1570760591
observatory,n,0.1571228467
literate,a,0.1571542904
fledgling,n,0.1571958461
arrogantly,r,0.1572200946
menu,n,0.1572921184
atm,n,0.1572933159
string,n,0.1573644694
shout,n,0.1575153609
arguable,a,0.1575537195
politely,r,0.1578993684
light,v,0.1579307318
healthier,r,0.1579648787
cheat,v,0.1580086627
nicely,r,0.1580286703
south,a,0.1581104934
aptly,r,0.1581174478
currency,n,0.158147133
weapon,n,0.1581884956
overspend,v,0.1582731361
hinge,v,0.1582854149
homosexual,a,0.1583428638
autocratic,a,0.1583868869
altar,n,0.158430205
hearken,v,0.1586342586
spirited,a,0.1586775232
waterway,n,0.1587167166
concoct,v,0.1587194822
unrelenting,a,0.1587218968
wrist,n,0.1587962854
traverse,v,0.1588508749
annuity,n,0.1588513417
fraudulent,a,0.1589056012
contender,n,0.1589329521
automation,n,0.1589465079
hiv,n,0.1590888427
talking,n,0.1590940086
just,a,0.1590988836
non-tariff,a,0.1591432754
consecutively,r,0.1591591341
sand,n,0.1591658376
ephemeral,a,0.1591722476
trapping,n,0.1592201328
retrospect,n,0.1592203161
forefather,n,0.15924434
idiot,n,0.1592639936
independent,n,0.1592876632
forsake,v,0.1593090943
syrup,n,0.1593186164
aeronautical,a,0.1594445754
unemployed,a,0.1595521563
awarding,n,0.1595761319
swing,v,0.1595936279
grid,n,0.1597097993
long-established,a,0.1597775762
whistle,v,0.1598215631
abandonment,n,0.1599612375
hybrid,a,0.1599805918
firsthand,a,0.1600323
pm,n,0.1600328978
persistence,n,0.1600396093
airplane,n,0.160142946
secession,n,0.1602223502
relegate,v,0.1602611621
inaccuracy,n,0.1603094999
due,n,0.1603673612
adultery,n,0.1603739108
one-sixth,a,0.1604035701
plank,n,0.16041221
adaptability,n,0.1604385747
battleground,n,0.1605266407
rein,v,0.1605829657
e-mail,n,0.1606024971
wave,v,0.1606858352
sadistic,a,0.1606920573
male,a,0.160800526
desert,v,0.1608552149
fireman,n,0.160885919
unquestionably,r,0.1609437738
sanitize,v,0.1609676557
ballet,a,0.1609961426
hose,v,0.1610305467
transboundary,a,0.1610719197
jest,n,0.1612055644
repeated,a,0.1613098176
technician,n,0.1614121759
inasmuch,n,0.1614471187
misplace,v,0.161448466
hopper,n,0.1615372557
sketch,n,0.1615778878
steam,n,0.1615782707
dot,n,0.1615812422
icon,n,0.1616439108
counting,n,0.1617198723
alphabetical,a,0.1617688503
claimant,a,0.161788429
chill,v,0.16179087
interfere,v,0.161794141
aftermath,n,0.1618196887
unproven,a,0.1618583945
